,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.13,0.11,0.39,0.2,0.18
s_2,0.11,0.0,0.11,0.44,0.16,0.18
s_3,0.13,0.11,0.0,0.32,0.3,0.14
s_4,0.18,0.18,0.2,0.0,0.2,0.24
s_5,0.16,0.15,0.24,0.25,0.0,0.19
s_6,0.18,0.17,0.19,0.28,0.18,0.0
