,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.21,0.24,0.26,0.17,0.12
s_2,0.26,0.0,0.16,0.34,0.11,0.13
s_3,0.19,0.16,0.0,0.37,0.19,0.09
s_4,0.22,0.25,0.28,0.0,0.14,0.11
s_5,0.18,0.11,0.33,0.27,0.0,0.12
s_6,0.14,0.28,0.25,0.19,0.13,0.0
