,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.16,0.18,0.33,0.15,0.17
s_2,0.15,0.0,0.15,0.35,0.11,0.24
s_3,0.12,0.1,0.0,0.35,0.27,0.17
s_4,0.1,0.19,0.29,0.0,0.22,0.2
s_5,0.12,0.1,0.27,0.31,0.0,0.21
s_6,0.11,0.21,0.15,0.37,0.16,0.0
