,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.22,0.26,0.22,0.17,0.13
s_2,0.24,0.0,0.2,0.31,0.13,0.12
s_3,0.2,0.15,0.0,0.36,0.19,0.1
s_4,0.21,0.23,0.28,0.0,0.14,0.14
s_5,0.18,0.12,0.35,0.25,0.0,0.11
s_6,0.15,0.25,0.27,0.19,0.14,0.0
