,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.25,0.27,0.19,0.19,0.1
s_2,0.25,0.0,0.19,0.28,0.14,0.14
s_3,0.17,0.22,0.0,0.27,0.24,0.1
s_4,0.12,0.25,0.29,0.0,0.21,0.13
s_5,0.14,0.14,0.35,0.21,0.0,0.16
s_6,0.11,0.22,0.22,0.22,0.23,0.0
