,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.21,0.26,0.21,0.19,0.14
s_2,0.13,0.0,0.19,0.41,0.12,0.15
s_3,0.17,0.1,0.0,0.33,0.28,0.12
s_4,0.13,0.17,0.31,0.0,0.21,0.18
s_5,0.13,0.12,0.35,0.21,0.0,0.18
s_6,0.14,0.15,0.19,0.32,0.19,0.0
