,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.15,0.18,0.32,0.16,0.18
s_2,0.11,0.0,0.14,0.37,0.1,0.28
s_3,0.11,0.08,0.0,0.35,0.28,0.18
s_4,0.08,0.17,0.31,0.0,0.2,0.25
s_5,0.11,0.08,0.23,0.33,0.0,0.25
s_6,0.12,0.18,0.18,0.35,0.17,0.0
