,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.19,0.28,0.22,0.2,0.11
s_2,0.24,0.0,0.18,0.31,0.14,0.13
s_3,0.18,0.17,0.0,0.33,0.24,0.09
s_4,0.18,0.24,0.3,0.0,0.16,0.12
s_5,0.17,0.11,0.33,0.27,0.0,0.12
s_6,0.14,0.27,0.24,0.19,0.16,0.0
