,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.18,0.12,0.36,0.15,0.18
s_2,0.13,0.0,0.13,0.4,0.13,0.21
s_3,0.11,0.11,0.0,0.32,0.3,0.16
s_4,0.16,0.19,0.22,0.0,0.2,0.22
s_5,0.13,0.11,0.28,0.29,0.0,0.2
s_6,0.13,0.2,0.14,0.37,0.17,0.0
