,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.15,0.12,0.38,0.18,0.16
s_2,0.12,0.0,0.12,0.38,0.15,0.24
s_3,0.13,0.11,0.0,0.27,0.32,0.18
s_4,0.11,0.2,0.22,0.0,0.28,0.19
s_5,0.15,0.14,0.23,0.31,0.0,0.17
s_6,0.13,0.19,0.15,0.32,0.21,0.0
