,e_1,e_2,e_3,e_4,e_5,e_6
s_1,0.0,0.19,0.17,0.3,0.17,0.17
s_2,0.2,0.0,0.23,0.19,0.19,0.19
s_3,0.17,0.17,0.0,0.25,0.19,0.22
s_4,0.17,0.19,0.24,0.0,0.17,0.23
s_5,0.19,0.23,0.19,0.19,0.0,0.19
s_6,0.2,0.2,0.2,0.2,0.2,0.0
